,job_title,company_size,company_industry,country,remote_type,experience_level,years_experience,education_level,skills_python,skills_sql,skills_ml,skills_deep_learning,skills_cloud,salary,job_posting_month,job_posting_year,hiring_urgency,job_openings
6346,Machine Learning Engineer,Medium,Technology,Singapore,Hybrid,Entry,6,Master,1,1,1,0,0,100109,2,2021,Low,6
6347,AI Engineer,MNC,Technology,Singapore,Onsite,Entry,11,PhD,1,1,0,1,0,122460,11,2026,Medium,2
6348,Machine Learning Engineer,Startup,Technology,Singapore,Onsite,Mid,4,PhD,0,1,0,1,0,130482,8,2025,Low,1
6349,Data Engineer,Enterprise,Healthcare,Germany,Remote,Entry,14,PhD,1,1,0,1,0,61469,11,2025,High,9
6350,Data Analyst,Startup,Finance,Singapore,Remote,Entry,5,Master,0,1,0,0,0,52957,1,2022,Low,6
6351,AI Engineer,Medium,Technology,India,Remote,Mid,4,Master,0,1,0,0,0,117064,5,2024,Low,3
6352,Machine Learning Engineer,Medium,Technology,India,Hybrid,Senior,11,Master,0,1,0,0,1,150984,11,2022,Medium,1
6353,Business Analyst,Medium,E-commerce,Australia,Hybrid,Entry,12,PhD,1,0,1,0,1,76990,3,2026,High,9
6354,AI Engineer,MNC,Technology,Australia,Remote,Entry,1,PhD,0,1,1,1,1,152075,3,2021,High,7
6355,Machine Learning Engineer,Enterprise,Education,Germany,Onsite,Senior,10,PhD,0,1,0,0,0,140080,8,2022,Medium,1
6356,Business Analyst,MNC,Finance,Germany,Remote,Mid,4,PhD,0,1,1,1,1,138901,6,2026,High,4
6357,Data Engineer,Startup,Finance,USA,Remote,Mid,2,PhD,1,1,0,1,0,89033,11,2026,High,8
6358,AI Engineer,Enterprise,Education,India,Hybrid,Senior,2,PhD,0,1,1,0,0,154740,11,2022,Low,3
6359,AI Engineer,MNC,Technology,India,Hybrid,Senior,0,Master,0,1,0,1,0,175491,11,2023,Low,4
6360,AI Engineer,Startup,Finance,Germany,Hybrid,Entry,13,Master,1,0,0,1,1,119387,11,2020,Medium,5
6361,Data Engineer,Startup,Retail,Germany,Remote,Senior,6,Bachelor,0,1,0,1,0,116317,10,2023,Low,5
6362,Data Scientist,Medium,Technology,Canada,Remote,Entry,7,Master,0,0,0,1,0,67522,6,2020,Low,5
6363,Business Analyst,Enterprise,Finance,Australia,Onsite,Senior,7,Master,0,1,1,0,0,113608,11,2021,High,7
6364,Machine Learning Engineer,Enterprise,Technology,Australia,Hybrid,Entry,8,PhD,1,1,0,0,1,96460,9,2022,Medium,4
6365,Data Engineer,Medium,Retail,Australia,Remote,Entry,7,Master,0,1,0,1,1,77218,10,2023,Low,2
6366,Data Analyst,Enterprise,E-commerce,Australia,Remote,Senior,7,Bachelor,1,0,1,1,0,125095,1,2024,High,2
6367,Machine Learning Engineer,Enterprise,Technology,Australia,Hybrid,Mid,3,Master,0,1,0,1,0,134729,9,2022,High,7
6368,Machine Learning Engineer,Medium,Healthcare,Australia,Hybrid,Mid,2,Bachelor,0,1,1,0,0,131430,5,2020,Low,2
6369,Data Engineer,Medium,Education,Singapore,Onsite,Mid,14,PhD,0,0,1,0,0,90966,6,2020,Medium,5
6370,AI Engineer,MNC,E-commerce,Canada,Remote,Entry,12,PhD,0,1,1,1,1,147643,4,2022,High,9
6371,Data Analyst,Startup,Education,India,Onsite,Entry,7,Master,1,1,0,0,0,52513,11,2025,Low,3
6372,AI Engineer,Enterprise,Education,USA,Onsite,Entry,6,Bachelor,0,0,0,0,1,96472,1,2023,Low,4
6373,Data Engineer,Enterprise,Finance,Singapore,Hybrid,Senior,9,PhD,1,0,1,1,0,129552,11,2021,High,7
6374,Business Analyst,MNC,Finance,USA,Hybrid,Senior,2,Bachelor,0,0,0,0,0,121747,11,2024,Low,3
6375,Business Analyst,MNC,Technology,India,Hybrid,Mid,9,PhD,1,1,1,1,1,131260,3,2022,High,6
6376,Data Scientist,Medium,Healthcare,Germany,Remote,Mid,9,Master,0,0,1,0,0,91863,9,2025,Medium,1
6377,Data Engineer,MNC,Technology,USA,Onsite,Entry,6,Bachelor,0,1,0,1,1,93213,7,2022,Low,1
6378,AI Engineer,MNC,Technology,Singapore,Onsite,Mid,5,PhD,1,0,0,1,1,162106,7,2023,High,7
6379,Machine Learning Engineer,MNC,Healthcare,India,Remote,Entry,3,Master,1,0,1,1,0,141001,9,2021,High,5
6380,Data Scientist,Startup,Technology,Germany,Onsite,Senior,10,Master,0,1,1,1,0,131755,3,2022,High,9
6381,Data Engineer,Medium,Retail,UK,Remote,Mid,12,Bachelor,0,0,0,0,0,72097,12,2025,Medium,2
6382,AI Engineer,Medium,Technology,Australia,Hybrid,Entry,1,PhD,0,0,0,1,1,116974,7,2026,Low,4
6383,Machine Learning Engineer,Medium,Healthcare,USA,Remote,Entry,6,Master,0,0,0,0,0,85667,5,2026,Low,5
6384,Machine Learning Engineer,Medium,Healthcare,India,Remote,Mid,11,PhD,0,0,1,0,0,132999,6,2023,Medium,4
6385,Machine Learning Engineer,Enterprise,Healthcare,Canada,Onsite,Mid,8,Bachelor,0,0,0,1,1,136289,4,2026,Medium,3
6386,Data Analyst,Startup,Technology,Singapore,Remote,Mid,11,Bachelor,1,1,0,0,0,75067,8,2025,Medium,5
6387,Data Scientist,MNC,Retail,UK,Hybrid,Senior,1,Bachelor,0,0,0,1,0,133485,5,2022,Low,6
6388,Data Engineer,Startup,Finance,USA,Onsite,Mid,12,PhD,0,1,1,0,0,94453,10,2025,Medium,2
6389,Business Analyst,Startup,Retail,India,Hybrid,Entry,10,PhD,0,0,0,1,0,62736,5,2023,Medium,4
6390,Data Analyst,Startup,E-commerce,Singapore,Onsite,Mid,2,Master,0,0,0,0,0,75580,7,2020,Low,3
6391,Data Scientist,Enterprise,Finance,Germany,Remote,Mid,1,PhD,1,1,1,0,1,97656,3,2021,Low,5
6392,Data Scientist,Enterprise,Education,UK,Remote,Entry,1,Bachelor,0,0,0,1,0,66282,9,2023,Low,1
6393,Data Scientist,Medium,Education,UK,Hybrid,Entry,9,Bachelor,0,0,0,0,0,48162,10,2026,Medium,5
6394,Data Scientist,MNC,Technology,UK,Onsite,Senior,8,Master,0,1,1,1,0,154685,11,2020,High,7
6395,Data Analyst,MNC,Finance,India,Hybrid,Mid,9,PhD,1,0,1,0,1,122205,11,2022,Medium,3
6396,AI Engineer,MNC,Technology,Canada,Hybrid,Senior,6,PhD,0,0,0,1,1,189598,11,2022,High,8
6397,Data Engineer,Startup,Finance,UK,Hybrid,Mid,12,Bachelor,1,0,1,1,1,119595,3,2023,High,2
6398,Business Analyst,Medium,Healthcare,Singapore,Hybrid,Senior,1,PhD,1,0,1,1,0,126437,3,2020,High,4
6399,Data Engineer,Medium,Finance,USA,Onsite,Entry,12,PhD,0,0,0,0,1,62345,7,2023,High,9
6400,Business Analyst,Enterprise,Education,India,Hybrid,Mid,7,PhD,0,0,0,0,0,79236,9,2023,Low,6
6401,AI Engineer,Enterprise,E-commerce,Singapore,Onsite,Entry,14,PhD,0,0,0,0,1,100867,6,2024,Medium,2
6402,Data Engineer,Enterprise,E-commerce,India,Hybrid,Entry,3,PhD,1,0,1,1,0,82831,2,2025,High,5
6403,Business Analyst,MNC,Education,Singapore,Remote,Mid,10,Master,1,0,0,0,0,93660,8,2024,High,9
6404,Data Engineer,Enterprise,E-commerce,USA,Hybrid,Mid,10,PhD,1,0,1,0,0,85811,5,2023,Medium,2
6405,Data Scientist,Medium,Retail,Canada,Onsite,Mid,6,Master,0,0,0,1,1,95766,9,2025,Low,3
6406,AI Engineer,Medium,Finance,Singapore,Remote,Mid,11,Master,1,1,1,1,0,140229,6,2026,High,2
6407,Business Analyst,Enterprise,Healthcare,Australia,Onsite,Senior,11,PhD,1,0,0,0,1,108941,3,2025,High,8
6408,AI Engineer,Startup,Healthcare,UK,Hybrid,Mid,5,Master,1,1,1,1,0,141695,5,2022,High,8
6409,Data Scientist,Enterprise,E-commerce,India,Hybrid,Entry,10,Bachelor,0,0,1,1,0,83420,4,2024,High,5
6410,Data Engineer,MNC,Education,Germany,Onsite,Entry,4,PhD,0,0,1,1,1,110587,9,2023,High,7
6411,Machine Learning Engineer,Enterprise,Healthcare,Canada,Hybrid,Mid,0,Master,0,0,1,0,0,134181,3,2026,Low,1
6412,Data Engineer,Enterprise,Education,India,Remote,Entry,7,Bachelor,1,0,1,0,1,74147,9,2022,Low,3
6413,Data Scientist,Medium,Retail,Germany,Onsite,Entry,10,Bachelor,0,1,0,1,0,64816,7,2022,High,9
6414,Machine Learning Engineer,Startup,E-commerce,India,Onsite,Mid,7,Master,1,1,1,0,1,135340,10,2022,High,9
6415,Data Analyst,Medium,Healthcare,Germany,Onsite,Mid,12,Master,0,1,0,0,0,76240,8,2025,High,7
6416,AI Engineer,Enterprise,Education,India,Remote,Mid,2,Master,0,0,1,1,1,155130,3,2022,High,8
6417,Data Scientist,Medium,Finance,USA,Remote,Senior,9,Bachelor,0,0,1,1,0,125299,8,2024,High,4
6418,Machine Learning Engineer,Startup,Technology,USA,Onsite,Mid,4,Bachelor,1,1,1,0,0,129918,12,2020,Low,2
6419,Machine Learning Engineer,MNC,Education,Australia,Remote,Entry,11,PhD,0,0,0,1,0,125964,7,2020,Medium,3
6420,Business Analyst,Medium,E-commerce,Germany,Hybrid,Mid,9,PhD,1,0,1,0,0,89005,7,2025,Medium,4
6421,Machine Learning Engineer,Enterprise,Education,Germany,Onsite,Senior,10,Bachelor,0,1,1,1,1,182461,9,2020,High,2
6422,Business Analyst,MNC,E-commerce,Canada,Remote,Entry,4,Master,1,0,1,1,1,112670,7,2021,High,1
6423,AI Engineer,Enterprise,E-commerce,Singapore,Hybrid,Senior,2,PhD,0,0,0,0,1,150433,11,2026,Low,1
6424,Machine Learning Engineer,Enterprise,Healthcare,Singapore,Onsite,Entry,3,PhD,0,0,1,0,1,115879,8,2025,Low,2
6425,Business Analyst,Medium,E-commerce,Germany,Onsite,Mid,0,Bachelor,1,0,1,1,1,110142,10,2020,High,1
6426,Data Engineer,Startup,Technology,India,Remote,Entry,13,PhD,0,0,0,0,0,53094,7,2021,Medium,4
6427,AI Engineer,MNC,E-commerce,Australia,Onsite,Entry,2,Master,1,1,0,0,0,109934,9,2026,High,8
6428,Data Scientist,Medium,Finance,Canada,Hybrid,Entry,7,Bachelor,0,0,1,1,0,77386,5,2023,High,4
6429,Data Analyst,MNC,Education,Australia,Onsite,Mid,9,Master,1,1,0,0,1,103589,4,2026,Medium,6
6430,Data Analyst,Medium,Healthcare,UK,Remote,Entry,1,PhD,1,1,1,0,1,74637,3,2024,High,7
6431,Data Analyst,Medium,Retail,USA,Remote,Mid,13,PhD,1,0,1,0,1,103382,5,2023,High,9
6432,Data Analyst,Medium,Healthcare,UK,Remote,Entry,2,Bachelor,1,1,0,1,0,65826,2,2020,Low,3
6433,Business Analyst,MNC,Finance,India,Remote,Entry,9,PhD,0,0,0,0,0,71397,12,2023,High,7
6434,Machine Learning Engineer,Enterprise,Retail,Australia,Remote,Mid,3,PhD,1,0,0,1,1,139074,2,2022,Low,5
6435,Data Analyst,MNC,Education,Singapore,Onsite,Entry,14,Bachelor,0,1,0,1,1,99247,1,2025,Medium,6
6436,Data Analyst,Enterprise,Retail,Germany,Onsite,Entry,13,Bachelor,1,1,0,1,1,73550,11,2025,Medium,3
6437,Business Analyst,Enterprise,Healthcare,Australia,Onsite,Senior,12,Master,0,0,0,0,1,109850,12,2025,Medium,4
6438,Data Engineer,Startup,Healthcare,Singapore,Remote,Mid,13,Bachelor,1,0,1,1,0,105411,6,2023,High,8
6439,Data Scientist,Startup,Education,Singapore,Hybrid,Mid,1,Master,0,1,0,1,0,87840,8,2025,Low,6
6440,AI Engineer,Medium,Technology,Canada,Remote,Mid,7,PhD,0,0,1,0,0,125096,1,2022,High,9
6441,Data Analyst,MNC,Education,India,Hybrid,Mid,12,Bachelor,1,0,0,0,0,90125,4,2022,Medium,3
6442,Machine Learning Engineer,MNC,Retail,India,Remote,Entry,11,Master,0,0,1,0,1,132378,1,2020,High,9
6443,Data Scientist,MNC,Technology,Singapore,Remote,Senior,2,Master,1,0,1,1,1,164723,11,2024,High,1
6444,Data Analyst,Medium,Education,Germany,Hybrid,Entry,4,PhD,0,0,0,1,0,61869,8,2024,Low,2
6445,Business Analyst,MNC,Healthcare,USA,Hybrid,Entry,14,PhD,0,0,0,0,0,71439,6,2023,Medium,5
6446,Business Analyst,Medium,Technology,Canada,Remote,Entry,11,Bachelor,0,1,1,0,0,62420,12,2020,Medium,2
6447,AI Engineer,Startup,Education,Canada,Remote,Senior,8,Master,1,1,0,0,1,148577,3,2021,Medium,2
6448,Business Analyst,Startup,Technology,Australia,Hybrid,Mid,13,Master,0,0,1,1,1,116433,7,2026,High,6
6449,Data Scientist,MNC,Education,Australia,Remote,Entry,10,Master,0,1,1,1,0,95461,5,2025,High,1
6450,Data Analyst,Enterprise,Retail,Germany,Remote,Mid,6,Bachelor,1,0,1,0,1,100811,7,2026,High,8
6451,Machine Learning Engineer,MNC,Healthcare,Singapore,Hybrid,Senior,4,Master,1,1,0,1,0,171398,7,2025,Low,1
6452,Data Engineer,Startup,Technology,Australia,Hybrid,Mid,1,Bachelor,1,0,0,0,0,73401,12,2025,Low,3
6453,Machine Learning Engineer,Enterprise,E-commerce,USA,Onsite,Senior,14,Master,1,1,1,0,0,156805,1,2025,Medium,2
6454,Data Scientist,Enterprise,Retail,India,Onsite,Senior,1,Master,0,1,0,0,1,112684,10,2022,High,7
6455,Data Scientist,Enterprise,Healthcare,Australia,Onsite,Entry,6,Master,0,0,1,1,0,80487,6,2021,High,6
6456,Data Scientist,Startup,Healthcare,UK,Hybrid,Senior,13,PhD,0,0,1,1,0,133623,8,2020,High,3
6457,Data Analyst,Medium,Healthcare,Singapore,Onsite,Mid,13,PhD,0,0,1,0,1,102269,5,2021,Medium,1
6458,Machine Learning Engineer,Startup,Finance,UK,Hybrid,Senior,0,Bachelor,1,1,1,1,0,171637,1,2020,High,2
6459,Data Scientist,MNC,Finance,Singapore,Remote,Mid,5,Master,0,0,1,1,0,122748,6,2020,High,9
6460,Data Analyst,Startup,Technology,USA,Hybrid,Entry,13,Master,0,1,1,0,1,75376,2,2022,Medium,6
6461,Data Analyst,MNC,Technology,India,Hybrid,Mid,4,Master,1,1,0,1,1,119488,1,2022,Low,3
6462,Machine Learning Engineer,Enterprise,Education,Canada,Remote,Entry,11,Master,1,1,0,1,1,114351,2,2026,Medium,5
6463,Business Analyst,MNC,Education,Canada,Remote,Senior,8,Bachelor,0,0,0,1,1,141670,5,2024,Medium,2
6464,Data Scientist,Medium,Technology,Canada,Onsite,Mid,0,Master,1,1,1,1,0,100984,9,2024,High,1
6465,Data Scientist,Enterprise,E-commerce,UK,Remote,Entry,2,PhD,1,0,0,1,0,65182,3,2022,Low,2
6466,Business Analyst,Enterprise,Technology,India,Onsite,Senior,0,Bachelor,1,0,1,1,1,138542,9,2024,High,9
6467,Business Analyst,Enterprise,E-commerce,India,Hybrid,Entry,7,Master,0,0,1,1,1,89683,6,2022,High,8
6468,Machine Learning Engineer,Startup,Education,USA,Remote,Senior,14,Master,1,1,0,0,0,139731,4,2025,High,8
6469,Business Analyst,MNC,Technology,USA,Hybrid,Senior,1,PhD,0,0,1,0,0,131145,7,2022,Low,1
6470,Data Engineer,Enterprise,E-commerce,Australia,Hybrid,Mid,8,PhD,1,0,1,1,1,119678,8,2024,High,5
6471,Business Analyst,MNC,Healthcare,Australia,Remote,Senior,3,Master,0,0,0,0,1,125397,11,2025,Low,2
6472,Business Analyst,Startup,Healthcare,UK,Hybrid,Entry,7,Master,0,1,0,1,0,69858,3,2026,Low,2
6473,Machine Learning Engineer,Startup,Healthcare,Canada,Onsite,Entry,6,PhD,1,0,1,0,1,116111,8,2025,Low,1
6474,Data Analyst,Startup,Finance,USA,Hybrid,Entry,4,Bachelor,1,0,0,0,0,48629,10,2024,Low,1
6475,Machine Learning Engineer,Medium,E-commerce,Australia,Remote,Senior,6,Bachelor,0,0,0,0,1,154188,11,2025,High,9
6476,Data Scientist,Startup,Education,Singapore,Remote,Entry,8,PhD,0,1,1,1,1,93802,7,2025,High,3
6477,Data Engineer,Startup,Retail,Singapore,Remote,Entry,12,Master,0,0,0,1,0,67330,9,2024,High,7
6478,Data Analyst,Medium,Technology,India,Onsite,Mid,14,Bachelor,1,0,1,1,0,105564,8,2024,High,2
6479,Data Analyst,MNC,Healthcare,India,Remote,Mid,13,Bachelor,0,1,0,0,0,99237,8,2021,Medium,1
6480,Machine Learning Engineer,MNC,Retail,Singapore,Hybrid,Senior,6,Bachelor,0,1,1,1,1,202425,6,2024,High,7
6481,Data Analyst,Startup,E-commerce,Germany,Remote,Mid,4,Bachelor,0,0,0,0,0,76254,6,2022,Low,3
6482,Data Scientist,Medium,E-commerce,Canada,Remote,Mid,9,Master,1,1,1,1,1,115411,8,2023,High,5
6483,Business Analyst,Startup,Technology,USA,Onsite,Entry,3,Bachelor,0,1,0,0,0,45994,6,2021,High,7
6484,AI Engineer,Medium,Finance,Germany,Onsite,Entry,2,PhD,1,1,1,0,0,100322,4,2022,Low,3
6485,Data Engineer,MNC,Healthcare,Canada,Hybrid,Mid,4,Bachelor,0,1,1,0,0,107093,11,2025,High,7
6486,Data Scientist,MNC,Retail,Australia,Remote,Senior,0,PhD,1,1,0,0,1,133353,3,2022,High,8
6487,Data Engineer,Startup,Finance,Canada,Onsite,Mid,12,Master,1,1,0,0,1,86504,11,2025,Medium,4
6488,Machine Learning Engineer,Enterprise,Technology,India,Onsite,Entry,8,PhD,1,0,0,1,1,113225,4,2020,High,8
6489,Data Analyst,Startup,Technology,India,Onsite,Entry,10,Master,1,0,0,0,0,47826,9,2025,Medium,1
6490,Machine Learning Engineer,Medium,Finance,USA,Remote,Entry,0,Master,1,0,0,1,1,113736,9,2022,Low,2
6491,Data Engineer,Startup,Technology,India,Hybrid,Mid,12,PhD,0,1,0,1,1,97112,8,2024,High,7
6492,Business Analyst,Startup,Healthcare,Canada,Remote,Senior,9,Bachelor,0,1,0,0,0,104227,7,2026,High,8
6493,Machine Learning Engineer,MNC,Healthcare,Canada,Hybrid,Entry,3,PhD,1,1,1,1,1,153838,2,2026,High,4
6494,Data Analyst,MNC,E-commerce,Australia,Remote,Entry,0,PhD,0,0,1,1,0,100333,4,2022,High,8
6495,Business Analyst,Medium,Finance,Germany,Remote,Entry,10,PhD,0,1,0,0,0,46854,6,2022,High,9
6496,Data Scientist,MNC,Technology,Canada,Hybrid,Senior,12,Bachelor,0,0,0,0,0,120923,8,2022,Medium,6
6497,Business Analyst,MNC,Healthcare,Germany,Remote,Mid,8,Bachelor,0,1,1,1,0,121589,4,2020,High,8
6498,Data Analyst,MNC,Healthcare,USA,Onsite,Mid,0,PhD,1,0,1,0,0,107886,6,2024,Low,4
6499,AI Engineer,Enterprise,Technology,Germany,Onsite,Senior,12,Master,0,1,0,0,1,153506,9,2024,Medium,3
6500,Machine Learning Engineer,MNC,Finance,USA,Remote,Senior,14,Bachelor,0,0,0,0,1,167380,8,2023,Medium,2
6501,AI Engineer,Startup,Retail,Singapore,Remote,Senior,11,Master,0,1,1,1,1,181645,1,2020,High,9
6502,Machine Learning Engineer,Enterprise,Technology,USA,Hybrid,Entry,8,PhD,0,1,1,0,1,111877,8,2026,Medium,6
6503,Data Scientist,Startup,Retail,Australia,Onsite,Entry,13,Bachelor,1,0,1,0,1,71070,6,2024,High,7
6504,Machine Learning Engineer,Startup,E-commerce,Singapore,Onsite,Entry,2,PhD,0,1,1,1,1,125284,8,2022,High,2
6505,Data Engineer,Startup,Retail,Germany,Hybrid,Mid,11,PhD,0,1,1,1,1,119507,8,2023,High,9
6506,Data Engineer,MNC,E-commerce,Australia,Hybrid,Entry,6,Bachelor,1,1,1,0,1,92244,6,2026,Low,1
6507,Machine Learning Engineer,Startup,Healthcare,Singapore,Onsite,Senior,5,Bachelor,1,0,0,0,1,148235,3,2024,Low,2
6508,Data Engineer,Enterprise,E-commerce,India,Onsite,Entry,2,PhD,0,1,1,0,1,70945,3,2022,High,9
6509,Data Scientist,MNC,Retail,Canada,Hybrid,Mid,5,Master,0,1,1,0,0,110646,1,2025,Low,1
6510,Machine Learning Engineer,MNC,Education,Singapore,Remote,Entry,1,PhD,1,0,1,0,1,135979,5,2023,Low,4
6511,Business Analyst,Medium,Healthcare,Canada,Onsite,Senior,4,Master,1,0,0,0,1,107716,11,2025,High,7
6512,Data Analyst,Startup,Retail,USA,Onsite,Entry,9,Master,0,1,0,0,0,52725,8,2022,Medium,4
6513,Business Analyst,Enterprise,Healthcare,UK,Hybrid,Senior,2,Master,0,1,0,1,1,122849,9,2023,High,8
6514,Data Analyst,Medium,Retail,UK,Remote,Senior,8,PhD,1,1,0,0,0,96645,5,2020,Medium,6
6515,Data Scientist,Medium,Technology,Australia,Onsite,Entry,5,PhD,0,0,1,1,1,91028,2,2020,High,6
6516,Machine Learning Engineer,Medium,Technology,Canada,Onsite,Mid,1,Bachelor,1,0,0,0,0,119706,6,2022,Low,3
6517,Machine Learning Engineer,Startup,Healthcare,Australia,Remote,Senior,4,PhD,0,0,0,0,1,148778,11,2023,High,9
6518,Data Analyst,Startup,Technology,India,Hybrid,Entry,14,Bachelor,0,1,1,1,1,92868,7,2022,High,6
6519,Machine Learning Engineer,MNC,Education,Canada,Hybrid,Senior,9,Bachelor,1,0,0,1,0,176281,6,2023,Medium,1
6520,Business Analyst,Enterprise,E-commerce,India,Remote,Senior,13,Master,0,0,0,1,1,123547,4,2022,Medium,1
6521,Data Engineer,Startup,Education,Singapore,Hybrid,Senior,9,Bachelor,0,0,1,0,0,113087,5,2025,Medium,6
6522,Data Engineer,Medium,E-commerce,Canada,Remote,Entry,0,Master,1,0,1,0,0,64009,1,2023,Low,6
6523,Data Engineer,Enterprise,Finance,UK,Hybrid,Mid,4,PhD,1,1,0,0,0,72740,4,2020,Low,5
6524,Machine Learning Engineer,MNC,Retail,Germany,Onsite,Mid,10,PhD,0,0,0,1,0,150179,6,2020,Medium,4
6525,Data Scientist,Medium,Finance,Singapore,Remote,Mid,14,Bachelor,1,0,1,0,1,104273,10,2023,Medium,2
6526,Data Scientist,Enterprise,Finance,Canada,Remote,Senior,14,Master,1,0,1,0,0,116764,8,2026,Medium,6
6527,Data Analyst,Enterprise,Healthcare,Australia,Onsite,Mid,12,PhD,0,0,0,1,0,93604,6,2025,Medium,1
6528,Machine Learning Engineer,Medium,Education,Australia,Onsite,Entry,8,Master,1,1,0,1,1,116778,7,2023,Medium,1
6529,Machine Learning Engineer,MNC,E-commerce,Australia,Hybrid,Mid,6,Master,0,1,0,1,0,150502,3,2022,High,7
6530,Business Analyst,MNC,E-commerce,Canada,Hybrid,Entry,5,Bachelor,1,1,1,0,0,84640,11,2022,High,8
6531,Data Engineer,MNC,Education,Australia,Hybrid,Mid,6,PhD,0,1,0,1,1,123430,9,2024,Low,3
6532,Data Engineer,Startup,Technology,Germany,Onsite,Mid,13,Master,1,1,1,1,1,113866,9,2023,High,3
6533,AI Engineer,Startup,Retail,Canada,Onsite,Senior,14,Master,1,0,0,0,0,135504,11,2023,Medium,1
6534,Business Analyst,Enterprise,Technology,USA,Onsite,Entry,1,Bachelor,0,0,0,0,0,52706,2,2026,High,8
6535,Data Scientist,Medium,Retail,USA,Onsite,Mid,0,Bachelor,0,1,1,1,0,100315,5,2021,High,3
6536,Data Scientist,Startup,E-commerce,UK,Onsite,Mid,5,Master,1,0,0,0,1,84231,11,2021,Low,4
6537,Data Analyst,Medium,E-commerce,Australia,Hybrid,Senior,12,Master,1,1,0,1,0,114107,9,2023,High,7
6538,Machine Learning Engineer,Enterprise,Retail,UK,Remote,Entry,8,Master,0,0,1,1,0,116646,12,2024,High,9
6539,AI Engineer,MNC,Education,USA,Hybrid,Mid,2,Master,1,0,0,1,1,159387,9,2024,Low,2
6540,Data Analyst,Enterprise,Technology,UK,Onsite,Entry,5,Master,1,1,0,0,1,59358,2,2025,High,7
6541,Data Scientist,MNC,Technology,USA,Hybrid,Entry,9,Master,1,1,1,1,1,106076,3,2024,High,3
6542,Data Analyst,Enterprise,Education,Canada,Remote,Senior,5,Master,0,1,1,0,1,127157,2,2021,Low,3
6543,Data Engineer,Enterprise,Education,USA,Remote,Entry,0,Master,1,1,0,0,0,48405,11,2021,Low,6
6544,AI Engineer,Enterprise,Finance,Germany,Hybrid,Mid,5,PhD,1,0,0,0,1,125941,11,2020,Low,5
6545,AI Engineer,Enterprise,E-commerce,Australia,Remote,Mid,1,Bachelor,1,1,0,1,0,127416,7,2024,High,9
6546,Data Scientist,Startup,Technology,USA,Hybrid,Senior,8,Master,0,1,0,1,0,110945,9,2024,Medium,5
6547,Data Engineer,Enterprise,Technology,Australia,Remote,Mid,4,Master,1,0,0,1,1,103558,7,2026,Low,2
6548,Business Analyst,MNC,Finance,USA,Onsite,Senior,9,PhD,0,0,1,0,1,143744,1,2022,Medium,5
6549,Data Scientist,Enterprise,E-commerce,Germany,Onsite,Mid,14,Bachelor,0,0,0,1,1,99004,6,2023,Medium,4
6550,Data Engineer,Medium,E-commerce,Australia,Hybrid,Mid,7,Bachelor,1,1,1,0,1,102450,4,2024,High,7
6551,Data Analyst,Enterprise,Retail,USA,Hybrid,Entry,0,PhD,1,0,1,0,1,73858,4,2021,Low,2
6552,AI Engineer,Enterprise,Education,UK,Remote,Senior,6,Master,1,0,0,1,0,156460,11,2021,High,9
6553,Data Engineer,Medium,Education,Singapore,Onsite,Entry,3,Bachelor,0,0,1,0,0,63667,4,2021,Low,1
6554,Data Scientist,MNC,E-commerce,India,Onsite,Senior,14,Bachelor,1,0,0,0,1,133007,8,2022,Medium,3
6555,Business Analyst,MNC,E-commerce,Singapore,Remote,Entry,10,Bachelor,1,1,1,1,0,96309,11,2026,High,7
6556,Data Engineer,Enterprise,Education,India,Onsite,Senior,3,Master,0,1,1,1,0,131492,6,2023,High,4
6557,Data Engineer,Startup,Technology,Germany,Remote,Mid,0,Master,0,1,1,1,1,118831,12,2024,High,8
6558,Business Analyst,MNC,E-commerce,USA,Onsite,Senior,6,PhD,0,0,1,0,0,133201,3,2024,High,8
6559,Machine Learning Engineer,Startup,Education,UK,Remote,Entry,14,Master,1,1,1,0,1,112810,8,2020,High,7
6560,Data Engineer,Startup,Finance,Canada,Onsite,Senior,2,PhD,0,0,0,0,1,111524,2,2024,Low,4
6561,Data Scientist,Medium,Technology,USA,Remote,Mid,13,PhD,1,0,0,1,0,93832,1,2020,Medium,2
6562,Business Analyst,Medium,Technology,USA,Hybrid,Senior,8,PhD,1,1,1,0,0,110920,2,2025,High,7
6563,Data Analyst,Medium,Technology,India,Remote,Entry,7,Master,0,1,1,1,1,87065,1,2026,High,1
6564,Data Analyst,Startup,Retail,UK,Onsite,Mid,1,PhD,0,0,0,1,1,101456,6,2026,High,9
6565,Data Scientist,Enterprise,Healthcare,Singapore,Remote,Mid,9,PhD,1,1,1,1,0,107651,7,2021,High,8
6566,Machine Learning Engineer,Enterprise,E-commerce,Canada,Hybrid,Entry,8,PhD,0,0,0,1,0,102376,2,2026,High,7
6567,Machine Learning Engineer,Enterprise,E-commerce,UK,Remote,Mid,13,PhD,0,1,0,0,1,125992,11,2022,Medium,1
6568,Data Analyst,Medium,E-commerce,Canada,Onsite,Entry,6,Bachelor,1,0,0,1,1,70848,11,2026,Low,3
6569,AI Engineer,Startup,Finance,Australia,Hybrid,Entry,13,Master,0,0,1,0,0,109621,6,2024,Medium,5
6570,Business Analyst,Startup,Retail,Canada,Remote,Entry,6,Bachelor,1,0,1,1,0,76309,2,2025,High,2
6571,Data Scientist,Medium,Retail,Singapore,Remote,Mid,2,Master,1,0,0,0,1,81109,4,2020,Low,3
